"Branch","SHA","Date","Subject","MergeBase","AheadBehind","Tree","TreeEqualsMain","CherryPlus","CherryMinus","AheadCommitCount","FileCountThreeDot","FileCountTwoDot","ShortStatThreeDot","ShortStatTwoDot","FileSetHash","Priority","Prefix","FilesSample","Classification","Evidence","RecommendedAction"
"rescue/no-perder-nada-20260615-171019/stash/21","95e0f529ba4b6414fc2211d468e0d425349003ee","2026-05-19T00:42:44-06:00","On codex/operational-role-simulation: wip-final-app-routes-residue-before-preflight-closeout","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","271542a7915c2a2ced1ae55c7179b1e648c7f59c","False","3","0","4","9","1760"," 9 files changed, 349 insertions(+), 56 deletions(-)"," 1760 files changed, 11853 insertions(+), 163914 deletions(-)","37c0f64371fb07e2e1674547341629a9cdfb316a2d20176ad485e2af10197d65","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=9; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/22","813c221b5722eb28482d427d345ac28591cd475c","2026-05-19T00:42:16-06:00","On codex/production-readiness-preflight: temp-return-to-ux2-all-current-dirty","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","a03e442ae7cba091fa068187d181d964ef933936","False","2","0","3","15","1760"," 15 files changed, 162 insertions(+), 226 deletions(-)"," 1760 files changed, 11692 insertions(+), 164110 deletions(-)","6ac2b5de7b6a0e376210d2301bd5d1db42e13f24afc86f8c8b2aa3f43818b55a","P0","rescue","frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/components/FiscalSummary.tsx; frontend/src/lib/api/base.ts; qa/UX_OPERATIVA_AUDIT_2026-05-18.md; qa/screenshots/phase-12-visual-smoke/visual-smoke-report.json","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=15; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/23","c433cd1b33d35152b8d84e62c9f3ec475ab61d9b","2026-05-19T00:39:04-06:00","On codex/production-readiness-preflight: wip-report-tabs-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","47ab78314fa7802aa2878bbcfb1fac2276eefda3","False","2","0","3","3","1760"," 3 files changed, 30 insertions(+), 2 deletions(-)"," 1760 files changed, 11793 insertions(+), 164119 deletions(-)","f3fee0eae639d8d3c893298311af7cde5f5dd8114477a3d39540ab83cf7bcd78","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=3; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/24","c6ae34f3410423ad865f3d406ca97d07834baa2d","2026-05-19T00:38:41-06:00","On codex/production-readiness-preflight: wip-service-sales-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","ef357aa5bf2ccead508653011ca2a1fbcc42aaa8","False","1","0","2","1","1760"," 1 file changed, 3 insertions(+), 2 deletions(-)"," 1760 files changed, 11774 insertions(+), 164127 deletions(-)","d383d79e53f30923fcc42a0ed2c13d32e95ef2a0580a8047742c4fa1d47289f3","P1","rescue","frontend/src/features/reports/components/ServiceSalesTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/25","1efa365b43ce4804ec36d47ffede1cdc7a5b0458","2026-05-19T00:38:29-06:00","On codex/production-readiness-preflight: wip-post-e2e-operational-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","3f7856e3d935fd74b0d5ac3acfc3396ededd7440","False","2","0","3","12","1760"," 12 files changed, 104 insertions(+), 166 deletions(-)"," 1760 files changed, 11699 insertions(+), 164115 deletions(-)","e4d10ad14a4ac207214a6f458dbfe7b5d12d694d1a28e5bc4df43085c3fa6635","P0","rescue","frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; frontend/src/features/settings/components/FiscalStatusCard.tsx; frontend/src/features/settings/components/FiscalSummary.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=12; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/26","dbc961ded8ec282c7cbb2f32ca6d95d48374774b","2026-05-19T00:37:09-06:00","On codex/production-readiness-preflight: wip-post-build-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","02a0e350dd2e4e635e8ef04a890b9e4b1a95d19e","False","2","0","3","8","1760"," 8 files changed, 291 insertions(+), 58 deletions(-)"," 1760 files changed, 11920 insertions(+), 164041 deletions(-)","e3b41cde8022fe04cb9f9de7a0145ee1350405a6ed0be35745ee6be048b65cd5","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/lib/api/base.ts; qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=8; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/27","6ca25f2de318c3c66e7ab8462f6dc04c7cc5d610","2026-05-19T00:35:09-06:00","On codex/production-readiness-preflight: wip-more-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","c7eafaef4842a493c04ce3d574b0338659fb211a","False","2","0","3","2","1760"," 2 files changed, 12 insertions(+), 37 deletions(-)"," 1760 files changed, 11747 insertions(+), 164126 deletions(-)","46b24ae3245dd423767e4b1bfef213df35930593052a4171c760b6c0b120c02a","P1","rescue","frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=2; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/28","a4da086e67ceaa003d257b2084b4f19ce519f3bc","2026-05-19T00:34:56-06:00","On codex/production-readiness-preflight: wip-auditoria-export-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","9185f4fcbcf133e8ed97d5437db83cae5b6aa35f","False","1","0","2","1","1760"," 1 file changed, 1 insertion(+), 1 deletion(-)"," 1760 files changed, 11774 insertions(+), 164128 deletions(-)","85f67fb0435814cf455e921a659af10c8e8559231eccdd32587f544692e6f369","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/29","74fb4928b0abe5d445fbd4967a4e9aee0ccae47a","2026-05-19T00:34:35-06:00","On codex/production-readiness-preflight: wip-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","36116b0e3937fbadb4193830aa17dc2487204148","False","2","0","3","5","1760"," 5 files changed, 28 insertions(+), 72 deletions(-)"," 1760 files changed, 11730 insertions(+), 164128 deletions(-)","5010802f6b38d59f59e2af55fe51727fa02c09bed832c20e7f0ab16c50d3abff","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; frontend/src/features/settings/components/FiscalStatusCard.tsx; frontend/src/features/settings/components/FiscalSummary.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=5; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/3","186623e4b38534f89232b563ec2b332f24303a79","2026-06-11T23:18:45-06:00","On main: PRE-F3 dirty baseline and ambiguous hunks 2026-06-11","be089042de4c517fe6df27aaf59bfc4e317c5a11","251/3","90bfcd57f5d4c6f72a19dd7275872a4de206d337","False","2","0","3","33","1187"," 33 files changed, 1194 insertions(+), 678 deletions(-)"," 1187 files changed, 10887 insertions(+), 84333 deletions(-)","29104f08ddafd02a701c56aaff2c2231e0ed17870293f1b744e6daf0cf8d3af8","P0","rescue","backend/app/Actions/Reports/PremiumExcelExportService.php; docs/API_CONTRACTS.md; frontend/src/App.test.tsx; frontend/src/App.tsx; frontend/src/AppRoutes.tsx; frontend/src/app/useHospitalSession.ts; frontend/src/components/ui/alert.tsx; frontend/src/components/ui/button.tsx; frontend/src/features/admin/UsersView.tsx; frontend/src/features/auth/LoginView.a11y.test.tsx; frontend/src/features/auth/LoginView.test.tsx; frontend/src/features/auth/LoginView.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/components/ServiceSheet.test.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/dashboard/DashboardView.test.tsx; frontend/src/features/dashboard/DashboardView.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx","RESCATE_CONSERVAR","aheadBehind=251/3; cherryPlus=2; cherryMinus=0; files3=33; files2=1187; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/30","ba43481f79a0c2dbe8425dd671c96e72b211f9f7","2026-05-19T00:34:04-06:00","On codex/operational-role-simulation: wip-operational-sim-after-clean-preflight-gates","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","7f445ee37a048138eebd71ee458d7a8c1ddd2dbc","False","3","0","4","11","1760"," 11 files changed, 364 insertions(+), 82 deletions(-)"," 1760 files changed, 11845 insertions(+), 163917 deletions(-)","3190c6bb48134b20fe5228d1f6abdb08dabe251fd4d97bc86a90442c050fbe6c","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=11; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/31","48ce8b42c18064f4d30551e08b7b969311675793","2026-05-19T00:33:14-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated-3","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","59f4e2a435a7c393298a228d0cfb8fa4bfe6071a","False","3","0","4","10","1760"," 10 files changed, 348 insertions(+), 64 deletions(-)"," 1760 files changed, 11845 insertions(+), 163915 deletions(-)","15b5c6504267888db55c6d4bcebd52aa8b5347d8e30033e5cdf4eedbf3f93a55","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=10; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/32","26190426a5da806877eec724cbb44ded9a7ab803","2026-05-19T00:32:52-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated-2","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","0569e20b2d21f5e260da7916d3df6bc8f6642d8c","False","3","0","4","12","1760"," 12 files changed, 362 insertions(+), 92 deletions(-)"," 1760 files changed, 11833 insertions(+), 163917 deletions(-)","3e66b5d53311150c5a148b44b66bf1a754459f6de12708d32ed6da1416180e1a","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=12; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/33","633db4f87cb398b1f603337a9530446794435c88","2026-05-19T00:32:29-06:00","On codex/operational-role-simulation: temp-ux2-gate-unrelated","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","4bec8004b2dc4ea74a8a6a0337eeff5b2be44f08","False","2","0","3","11","1760"," 11 files changed, 485 insertions(+), 109 deletions(-)"," 1760 files changed, 11912 insertions(+), 163890 deletions(-)","163b504e3e064ba76400e55f0cb63ab51bbf2e26594cd29c41fed4d100344988","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=11; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/34","5ce6590fd9c66decc6ac689a051ebfe23bfe1002","2026-05-19T00:26:03-06:00","On codex/operational-role-simulation: wip-ux-2-3-4-changes-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","b0b9be29e7ed11b6973e13dde44fee7edde820c9","False","3","0","4","25","1760"," 25 files changed, 1074 insertions(+), 289 deletions(-)"," 1760 files changed, 12268 insertions(+), 163837 deletions(-)","2e12bc08aa403369c5c951afa10b185b96741f57828ee643ad18762d36b2d091","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=25; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/4","94c6ab95dd7ae4eed17bedb4c0edf5912c900d33","2026-06-09T09:03:38-06:00","On codex/p2-audit-completion: WIP: frontend refactor (no audit)","c431d5ddda4511f24ebeb909cc6cbaab757c02b0","309/2","dffd11e7b94a27d5b800094d0b3f3e470a56a19e","False","1","0","2","21","1340"," 21 files changed, 364 insertions(+), 350 deletions(-)"," 1340 files changed, 9085 insertions(+), 99561 deletions(-)","6c08aa5dd7e685ab7e8a13d7fd9dcbe09937b49d77ab6deae14ab2fa9bef5d32","P0","rescue","docker-compose.yml; frontend/src/App.test.tsx; frontend/src/App.tsx; frontend/src/AppRoutes.tsx; frontend/src/components/ui/card.tsx; frontend/src/components/ui/sheet.tsx; frontend/src/features/admin/UsersView.tsx; frontend/src/features/auth/PasswordChangeView.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/components/CategorySheet.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/dashboard/DashboardView.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/invoices/NewInvoiceView.tsx; frontend/src/features/invoices/components/InvoiceCart.tsx; frontend/src/features/invoices/components/PaymentModal.tsx; frontend/src/features/invoices/components/ServiceSearch.tsx; frontend/src/features/receipts/ReceiptPreview.tsx","RESCATE_CONSERVAR","aheadBehind=309/2; cherryPlus=1; cherryMinus=0; files3=21; files2=1340; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/5","bd05623533905c0c44964d65abbb133987f70208","2026-06-03T14:58:29-06:00","On codex/production-readiness-preflight: wip: existing uncommitted diff","f02ab06aee21b916353b510188f64877b0581ee6","315/82","2dcffcf7fb2a86ef2777e17caa124f298f053a19","False","81","0","82","215","1464"," 215 files changed, 10765 insertions(+), 1710 deletions(-)"," 1464 files changed, 19023 insertions(+), 101159 deletions(-)","b1f129e1838a240504ddc8c8d00f6ef427007d25ca99eaec6a89acfac2532ce4","P0","rescue",".github/workflows/ci.yml; backend/.env.example; backend/.gitignore; backend/app/Actions/Backups/DatabaseDumpWriter.php; backend/app/Actions/Billing/CalculateInvoiceTotalsAction.php; backend/app/Actions/Billing/CreateInvoiceAction.php; backend/app/Actions/Payments/RegisterPaymentAction.php; backend/app/Actions/Receipts/GenerateReceiptDataAction.php; backend/app/Actions/Receipts/ReprintReceiptAction.php; backend/app/Actions/Reports/AreaIncomeReportService.php; backend/app/Actions/Reports/CashSessionReportService.php; backend/app/Actions/Reports/CategoryReportService.php; backend/app/Actions/Reports/Concerns/FormatsReportMoney.php; backend/app/Actions/Reports/DailyReportService.php; backend/app/Actions/Reports/DashboardReportService.php; backend/app/Actions/Reports/ExcelReportService.php; backend/app/Actions/Reports/FinancialFactsService.php; backend/app/Actions/Reports/IncomeReportService.php","RESCATE_CONSERVAR","aheadBehind=315/82; cherryPlus=81; cherryMinus=0; files3=215; files2=1464; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/6","67ec8c3c7e1afb04a0975c81a3b114488b07852d","2026-06-02T22:17:45-06:00","On codex/audit-f1-config-hardening: safety-pr10-unrelated-paymentmodal-test-20260603","c72dad8cd93ec74260e33c8e4bfd980e983271d5","323/3","34d2a258dac731f3bb9dd5d2dbce7c58efbe7c70","False","1","1","3","3","1351"," 3 files changed, 7 insertions(+), 3 deletions(-)"," 1351 files changed, 8890 insertions(+), 100157 deletions(-)","82b2293f0944d35972f9e3f6d138849bc856b7aa6bf14de4c5756f343023dde8","P1","rescue","backend/tests/Feature/ProductionSpaRouteTest.php; docs/ARCHITECTURE_CURRENT.md; docs/superpowers/plans/2026-05-22-project-polish-audit.md","RESCATE_CONSERVAR","aheadBehind=323/3; cherryPlus=1; cherryMinus=1; files3=3; files2=1351; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/7","3ab1d5b41490837233abbb8ddaecf9fe6fe55427","2026-06-02T22:16:24-06:00","On codex/audit-f1-config-hardening: safety-pr10-unrelated-paymentmodal-pnpm-20260603","c72dad8cd93ec74260e33c8e4bfd980e983271d5","323/3","4e727211364f2c8bc93ad5166ad6e544ab8cd7f1","False","2","0","3","3","1351"," 3 files changed, 5 insertions(+), 10 deletions(-)"," 1351 files changed, 8883 insertions(+), 100159 deletions(-)","7e3173b94c00688a2a11de7b73a2120061d11fda8383ed3ce35bb38ba6b498f9","P0","rescue","docs/ARCHITECTURE_CURRENT.md; docs/superpowers/plans/2026-05-22-project-polish-audit.md; frontend/src/features/invoices/components/PaymentModal.tsx","RESCATE_CONSERVAR","aheadBehind=323/3; cherryPlus=2; cherryMinus=0; files3=3; files2=1351; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/8","56540af75c15bc485407f670bbb33a46d768d6d3","2026-06-02T22:08:13-06:00","On codex/audit-f1-config-hardening: safety-pr10-post-first-merge-attempt-20260603","6517f9d0ee0de185f3528d607557f76c00b396bc","331/3","74864da0bb8672ed5a55547ad681d03749e72cf3","False","2","0","3","0","1357",""," 1357 files changed, 8886 insertions(+), 101041 deletions(-)","empty","P2","rescue","","RESCATE_CONSERVAR","aheadBehind=331/3; cherryPlus=2; cherryMinus=0; files3=0; files2=1357; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/stash/9","3b7ba59588e9e64daf2d7ce9acacdf8d287f76c7","2026-06-02T22:08:11-06:00","On codex/audit-f1-config-hardening: verify-baseline","6517f9d0ee0de185f3528d607557f76c00b396bc","331/2","afbb2db65e30c74c7e757d036292d4cc507a36c9","False","1","0","2","2","1357"," 2 files changed, 175 insertions(+), 21 deletions(-)"," 1357 files changed, 9028 insertions(+), 101029 deletions(-)","4b071e2455949212e95abdd5dd9274a357d7489682b0ab846c434efae7c6fd92","P0","rescue","frontend/src/features/auth/PasswordChangeView.tsx; frontend/src/features/invoices/components/PaymentModal.tsx","RESCATE_CONSERVAR","aheadBehind=331/2; cherryPlus=1; cherryMinus=0; files3=2; files2=1357; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/uncommitted/004-C-/tmp/S_Hospital_f6_global_design","fc76059c475ad80894413d0aa4125fdb179d248b","2026-06-15T17:19:37-06:00","rescue(uncommitted): snapshot 20260615-171019","38d2e6e192616ce0e08052aec80a118f3c8ff4be","229/1","a292a4a427ca019c51ea4642a63d2b674cc74d3f","False","1","0","1","149","1182"," 149 files changed, 1679 insertions(+), 393 deletions(-)"," 1182 files changed, 11766 insertions(+), 79638 deletions(-)","e8abb8cca952aaa3640dc0d8334e36685e17f3ee42e9f5a93060f7309bce1e34","P0","rescue","frontend/src/App.test.tsx; frontend/src/components/ui/alert.tsx; frontend/src/components/ui/badge.tsx; frontend/src/components/ui/button.tsx; frontend/src/components/ui/card.tsx; frontend/src/components/ui/confirm-dialog.tsx; frontend/src/components/ui/data-table.tsx; frontend/src/components/ui/dialog.tsx; frontend/src/components/ui/input.tsx; frontend/src/components/ui/sheet.tsx; frontend/src/components/ui/states.tsx; frontend/src/components/ui/table.tsx; frontend/src/features/auth/LoginView.test.tsx; frontend/src/features/auth/LoginView.tsx; frontend/src/features/cash/components/CashMovementsTable.tsx; frontend/src/features/invoices/components/PaymentModal.tsx; frontend/src/features/receipts/ReceiptPreview.tsx; frontend/src/hooks/useTheme.ts","RESCATE_CONSERVAR","aheadBehind=229/1; cherryPlus=1; cherryMinus=0; files3=149; files2=1182; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/uncommitted/009-C-/tmp/S_Hospital_release_12062039","635ecb17e389fe0df45e1132b084a5b1a59bc4bc","2026-06-15T17:19:46-06:00","rescue(uncommitted): snapshot 20260615-171019","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","338/1","b8e9eb9e10c263ab89141e9ec5c246464a2f319b","False","1","0","1","454","1576"," 454 files changed, 70112 insertions(+), 70112 deletions(-)"," 1576 files changed, 70178 insertions(+), 162652 deletions(-)","1c962997d3878ef33624596de84ab75fe012c7339e9ef9933895c72678dd8c7c","P0","rescue",".agent/skills/s-hospital-ops-hardening/SKILL.md; .agent/skills/s-hospital-print-receipts/SKILL.md; .agent/skills/s-hospital-ux-a11y/SKILL.md; .agents/skills/s-hospital-ops-hardening/SKILL.md; .agents/skills/s-hospital-print-receipts/SKILL.md; .agents/skills/s-hospital-ux-a11y/SKILL.md; .dockerignore; .github/workflows/ci.yml; .github/workflows/release.yml; .gitignore; AGENTS.md; CHANGELOG.md; LICENSE; PROMPT_URGENTE_PARA_CODEX.md; README.md; RELEASE_NOTES_v1.0.0-rc.3.md; RELEASE_NOTES_v1.0.0.md; SYSTEM_REQUIREMENTS.md","RESCATE_CONSERVAR","aheadBehind=338/1; cherryPlus=1; cherryMinus=0; files3=454; files2=1576; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
